year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1999,"""ONTARIO, CA""","""SALT LAKE CITY, UT""",995,558,375,105,0.7276,6.324359,0,1,0,4.65396,39.99752,0.7276,5.926926
2000,"""ONTARIO, CA""","""SALT LAKE CITY, UT""",995,558,450,100,0.7095,6.324359,0,0,1,4.60517,39.99752,0.7095,6.109248
1997,"""ONTARIO, CA""","""SAN FRANCISCO, CA""",996,363,762,75,0.9679,5.894403,0,0,0,4.317488,34.74399,0.9679,6.635947
1998,"""ONTARIO, CA""","""SAN FRANCISCO, CA""",996,363,664,77,0.9737999,5.894403,1,0,0,4.343805,34.74399,0.9737999,6.498282
1999,"""ONTARIO, CA""","""SAN FRANCISCO, CA""",996,363,609,84,0.9789,5.894403,0,1,0,4.430817,34.74399,0.9789,6.411819
2000,"""ONTARIO, CA""","""SAN FRANCISCO, CA""",996,363,542,96,0.9862,5.894403,0,0,1,4.564348,34.74399,0.9862,6.295266
1997,"""ONTARIO, CA""","""SAN JOSE, CA""",997,333,934,64,0.9877,5.808143,0,0,0,4.158883,33.73452,0.9877,6.839477
1998,"""ONTARIO, CA""","""SAN JOSE, CA""",997,333,958,71,0.9821,5.808143,1,0,0,4.26268,33.73452,0.9821,6.864848
1999,"""ONTARIO, CA""","""SAN JOSE, CA""",997,333,1000,73,0.979,5.808143,0,1,0,4.29046,33.73452,0.979,6.907755
2000,"""ONTARIO, CA""","""SAN JOSE, CA""",997,333,1000,82,0.978,5.808143,0,0,1,4.406719,33.73452,0.978,6.907755
1997,"""ONTARIO, CA""","""SEATTLE, WA""",998,956,758,116,0.7111,6.862758,0,0,0,4.75359,47.09744,0.7111,6.630683
1998,"""ONTARIO, CA""","""SEATTLE, WA""",998,956,721,122,0.7821,6.862758,1,0,0,4.804021,47.09744,0.7821,6.580639
1999,"""ONTARIO, CA""","""SEATTLE, WA""",998,956,735,128,0.7416,6.862758,0,1,0,4.85203,47.09744,0.7416,6.599871
2000,"""ONTARIO, CA""","""SEATTLE, WA""",998,956,776,139,0.7178,6.862758,0,0,1,4.934474,47.09744,0.7178,6.654152
1997,"""ONTARIO, CA""","""ST. LOUIS, MO""",999,1549,170,183,0.4869,7.345365,0,0,0,5.209486,53.95439,0.4869,5.135798
1998,"""ONTARIO, CA""","""ST. LOUIS, MO""",999,1549,171,208,0.4835,7.345365,1,0,0,5.337538,53.95439,0.4835,5.141664
1999,"""ONTARIO, CA""","""ST. LOUIS, MO""",999,1549,184,195,0.4523,7.345365,0,1,0,5.273,53.95439,0.4523,5.214936
2000,"""ONTARIO, CA""","""ST. LOUIS, MO""",999,1549,198,197,0.4797,7.345365,0,0,1,5.283204,53.95439,0.4797,5.288267
1997,"""ORLANDO, FL""","""PHILADELPHIA, PA""",1000,861,1704,129,0.8426999,6.758094,0,0,0,4.859812,45.67184,0.8426999,7.440734
1998,"""ORLANDO, FL""","""PHILADELPHIA, PA""",1000,861,1687,138,0.8479,6.758094,1,0,0,4.927254,45.67184,0.8479,7.430707
1999,"""ORLANDO, FL""","""PHILADELPHIA, PA""",1000,861,1559,151,0.7904,6.758094,0,1,0,5.01728,45.67184,0.7904,7.3518
2000,"""ORLANDO, FL""","""PHILADELPHIA, PA""",1000,861,2230,127,0.7443,6.758094,0,0,1,4.844187,45.67184,0.7443,7.709757
1997,"""ORLANDO, FL""","""PHOENIX, AZ""",1001,1849,459,181,0.2778,7.5224,0,0,0,5.198497,56.58651,0.2778,6.12905
1998,"""ORLANDO, FL""","""PHOENIX, AZ""",1001,1849,468,182,0.3251,7.5224,1,0,0,5.204007,56.58651,0.3251,6.148468
1999,"""ORLANDO, FL""","""PHOENIX, AZ""",1001,1849,617,166,0.2639,7.5224,0,1,0,5.111988,56.58651,0.2639,6.424869
2000,"""ORLANDO, FL""","""PHOENIX, AZ""",1001,1849,575,177,0.3342,7.5224,0,0,1,5.17615,56.58651,0.3342,6.35437
1997,"""ORLANDO, FL""","""PITTSBURGH, PA""",1002,834,575,156,0.8967,6.726233,0,0,0,5.049856,45.24222,0.8967,6.35437
1998,"""ORLANDO, FL""","""PITTSBURGH, PA""",1002,834,654,148,0.87,6.726233,1,0,0,4.997212,45.24222,0.87,6.483108
1999,"""ORLANDO, FL""","""PITTSBURGH, PA""",1002,834,632,155,0.8542,6.726233,0,1,0,5.043425,45.24222,0.8542,6.448889
2000,"""ORLANDO, FL""","""PITTSBURGH, PA""",1002,834,797,148,0.8809,6.726233,0,0,1,4.997212,45.24222,0.8809,6.680855
1997,"""ORLANDO, FL""","""PORTLAND, OR""",1003,2537,249,205,0.358,7.838737,0,0,0,5.32301,61.4458,0.358,5.517453
1998,"""ORLANDO, FL""","""PORTLAND, OR""",1003,2537,305,184,0.3311,7.838737,1,0,0,5.214936,61.4458,0.3311,5.720312
1999,"""ORLANDO, FL""","""PORTLAND, OR""",1003,2537,309,182,0.2589,7.838737,0,1,0,5.204007,61.4458,0.2589,5.733341
2000,"""ORLANDO, FL""","""PORTLAND, OR""",1003,2537,326,190,0.311,7.838737,0,0,1,5.247024,61.4458,0.311,5.786897
1997,"""ORLANDO, FL""","""PROVIDENCE, RI""",1004,1073,1017,102,0.5029,6.978214,0,0,0,4.624973,48.69547,0.5029,6.924613
1998,"""ORLANDO, FL""","""PROVIDENCE, RI""",1004,1073,976,111,0.4063,6.978214,1,0,0,4.70953,48.69547,0.4063,6.883462
1999,"""ORLANDO, FL""","""PROVIDENCE, RI""",1004,1073,970,114,0.4586,6.978214,0,1,0,4.736198,48.69547,0.4586,6.877296
2000,"""ORLANDO, FL""","""PROVIDENCE, RI""",1004,1073,1083,125,0.4985,6.978214,0,0,1,4.828314,48.69547,0.4985,6.98749
1997,"""ORLANDO, FL""","""RALEIGH/DURHAM, NC""",1005,534,458,117,0.4737,6.280396,0,0,0,4.762174,39.44337,0.4737,6.126869
1998,"""ORLANDO, FL""","""RALEIGH/DURHAM, NC""",1005,534,510,113,0.6637,6.280396,1,0,0,4.727388,39.44337,0.6637,6.234411
1999,"""ORLANDO, FL""","""RALEIGH/DURHAM, NC""",1005,534,857,81,0.5006,6.280396,0,1,0,4.394449,39.44337,0.5006,6.753438
2000,"""ORLANDO, FL""","""RALEIGH/DURHAM, NC""",1005,534,788,92,0.4062,6.280396,0,0,1,4.521789,39.44337,0.4062,6.669498
1997,"""ORLANDO, FL""","""RICHMOND, VA""",1006,668,244,131,0.3514,6.504288,0,0,0,4.875197,42.30576,0.3514,5.497168
1998,"""ORLANDO, FL""","""RICHMOND, VA""",1006,668,221,126,0.4471,6.504288,1,0,0,4.836282,42.30576,0.4471,5.398163
1999,"""ORLANDO, FL""","""RICHMOND, VA""",1006,668,156,170,0.4955,6.504288,0,1,0,5.135798,42.30576,0.4955,5.049856
2000,"""ORLANDO, FL""","""RICHMOND, VA""",1006,668,191,168,0.4106,6.504288,0,0,1,5.123964,42.30576,0.4106,5.252274
1997,"""ORLANDO, FL""","""ROCHESTER, NY""",1007,1034,347,121,0.4898,6.94119,0,0,0,4.795791,48.18012,0.4898,5.849325
1998,"""ORLANDO, FL""","""ROCHESTER, NY""",1007,1034,440,103,0.5646,6.94119,1,0,0,4.634729,48.18012,0.5646,6.086775
1999,"""ORLANDO, FL""","""ROCHESTER, NY""",1007,1034,345,121,0.7357,6.94119,0,1,0,4.795791,48.18012,0.7357,5.843544
2000,"""ORLANDO, FL""","""ROCHESTER, NY""",1007,1034,308,131,0.5394,6.94119,0,0,1,4.875197,48.18012,0.5394,5.7301
1997,"""ORLANDO, FL""","""SACRAMENTO, CA""",1008,2412,178,193,0.3029,7.788211,0,0,0,5.26269,60.65623,0.3029,5.181784
1998,"""ORLANDO, FL""","""SACRAMENTO, CA""",1008,2412,181,199,0.3165,7.788211,1,0,0,5.293305,60.65623,0.3165,5.198497
1999,"""ORLANDO, FL""","""SACRAMENTO, CA""",1008,2412,178,195,0.3415,7.788211,0,1,0,5.273,60.65623,0.3415,5.181784
2000,"""ORLANDO, FL""","""SACRAMENTO, CA""",1008,2412,195,211,0.262,7.788211,0,0,1,5.351858,60.65623,0.262,5.273
1997,"""ORLANDO, FL""","""SALT LAKE CITY, UT""",1009,1930,459,141,0.5328,7.565275,0,0,0,4.94876,57.23339,0.5328,6.12905
1998,"""ORLANDO, FL""","""SALT LAKE CITY, UT""",1009,1930,387,171,0.6598001,7.565275,1,0,0,5.141664,57.23339,0.6598001,5.958425
1999,"""ORLANDO, FL""","""SALT LAKE CITY, UT""",1009,1930,377,181,0.5385,7.565275,0,1,0,5.198497,57.23339,0.5385,5.932245
2000,"""ORLANDO, FL""","""SALT LAKE CITY, UT""",1009,1930,401,184,0.6687,7.565275,0,0,1,5.214936,57.23339,0.6687,5.993961
1997,"""ORLANDO, FL""","""SAN ANTONIO, TX""",1010,1041,319,112,0.3481,6.947937,0,0,0,4.718499,48.27383,0.3481,5.765191
1998,"""ORLANDO, FL""","""SAN ANTONIO, TX""",1010,1041,253,148,0.3438,6.947937,1,0,0,4.997212,48.27383,0.3438,5.53339
1999,"""ORLANDO, FL""","""SAN ANTONIO, TX""",1010,1041,264,154,0.372,6.947937,0,1,0,5.036952,48.27383,0.372,5.575949
2000,"""ORLANDO, FL""","""SAN ANTONIO, TX""",1010,1041,271,162,0.4458,6.947937,0,0,1,5.087596,48.27383,0.4458,5.602119
1997,"""ORLANDO, FL""","""SAN DIEGO, CA""",1011,2151,261,224,0.325,7.673688,0,0,0,5.411646,58.88549,0.325,5.56452
1998,"""ORLANDO, FL""","""SAN DIEGO, CA""",1011,2151,237,225,0.3431,7.673688,1,0,0,5.416101,58.88549,0.3431,5.46806
1999,"""ORLANDO, FL""","""SAN DIEGO, CA""",1011,2151,287,208,0.2677,7.673688,0,1,0,5.337538,58.88549,0.2677,5.659482
2000,"""ORLANDO, FL""","""SAN DIEGO, CA""",1011,2151,326,202,0.2533,7.673688,0,0,1,5.308268,58.88549,0.2533,5.786897
1997,"""ORLANDO, FL""","""SAN FRANCISCO, CA""",1012,2446,576,259,0.3202,7.802209,0,0,0,5.556828,60.87447,0.3202,6.356108
1998,"""ORLANDO, FL""","""SAN FRANCISCO, CA""",1012,2446,532,274,0.4393,7.802209,1,0,0,5.613128,60.87447,0.4393,6.276643
1999,"""ORLANDO, FL""","""SAN FRANCISCO, CA""",1012,2446,548,266,0.4536,7.802209,0,1,0,5.583496,60.87447,0.4536,6.306275
2000,"""ORLANDO, FL""","""SAN FRANCISCO, CA""",1012,2446,640,270,0.4089,7.802209,0,0,1,5.598422,60.87447,0.4089,6.461468
1997,"""ORLANDO, FL""","""SAN JOSE, CA""",1013,2423,177,262,0.2712,7.792762,0,0,0,5.568345,60.72713,0.2712,5.17615
1998,"""ORLANDO, FL""","""SAN JOSE, CA""",1013,2423,201,265,0.2569,7.792762,1,0,0,5.57973,60.72713,0.2569,5.303305
1999,"""ORLANDO, FL""","""SAN JOSE, CA""",1013,2423,246,251,0.2643,7.792762,0,1,0,5.525453,60.72713,0.2643,5.505332
2000,"""ORLANDO, FL""","""SAN JOSE, CA""",1013,2423,273,251,0.2778,7.792762,0,0,1,5.525453,60.72713,0.2778,5.609472
1997,"""ORLANDO, FL""","""SANTA ANA, CA""",1014,2191,153,249,0.3574,7.692113,0,0,0,5.517453,59.16861,0.3574,5.030438
1998,"""ORLANDO, FL""","""SANTA ANA, CA""",1014,2191,158,239,0.3154,7.692113,1,0,0,5.476463,59.16861,0.3154,5.062595
1999,"""ORLANDO, FL""","""SANTA ANA, CA""",1014,2191,136,273,0.3208,7.692113,0,1,0,5.609472,59.16861,0.3208,4.912655
2000,"""ORLANDO, FL""","""SANTA ANA, CA""",1014,2191,123,294,0.2992,7.692113,0,0,1,5.68358,59.16861,0.2992,4.812184
1997,"""ORLANDO, FL""","""SEATTLE, WA""",1015,2555,488,187,0.2682,7.845808,0,0,0,5.231109,61.5567,0.2682,6.190315
1998,"""ORLANDO, FL""","""SEATTLE, WA""",1015,2555,487,189,0.2489,7.845808,1,0,0,5.241747,61.5567,0.2489,6.188264
1999,"""ORLANDO, FL""","""SEATTLE, WA""",1015,2555,582,181,0.2393,7.845808,0,1,0,5.198497,61.5567,0.2393,6.36647
2000,"""ORLANDO, FL""","""SEATTLE, WA""",1015,2555,535,198,0.2061,7.845808,0,0,1,5.288267,61.5567,0.2061,6.282267
1997,"""ORLANDO, FL""","""ST. LOUIS, MO""",1016,880,541,147,0.6134,6.779922,0,0,0,4.990433,45.96734,0.6134,6.293419
1998,"""ORLANDO, FL""","""ST. LOUIS, MO""",1016,880,603,158,0.6346,6.779922,1,0,0,5.062595,45.96734,0.6346,6.401917
1999,"""ORLANDO, FL""","""ST. LOUIS, MO""",1016,880,711,138,0.6629,6.779922,0,1,0,4.927254,45.96734,0.6629,6.566672
2000,"""ORLANDO, FL""","""ST. LOUIS, MO""",1016,880,638,171,0.568,6.779922,0,0,1,5.141664,45.96734,0.568,6.458338
1997,"""ORLANDO, FL""","""SYRACUSE, NY""",1017,1053,399,120,0.4461,6.959399,0,0,0,4.787492,48.43323,0.4461,5.988961
1998,"""ORLANDO, FL""","""SYRACUSE, NY""",1017,1053,445,110,0.6277,6.959399,1,0,0,4.70048,48.43323,0.6277,6.098074
1999,"""ORLANDO, FL""","""SYRACUSE, NY""",1017,1053,460,120,0.639,6.959399,0,1,0,4.787492,48.43323,0.639,6.131227
2000,"""ORLANDO, FL""","""SYRACUSE, NY""",1017,1053,505,121,0.5542,6.959399,0,0,1,4.795791,48.43323,0.5542,6.224558
1997,"""ORLANDO, FL""","""TOLEDO, OH""",1018,921,149,114,0.5687,6.82546,0,0,0,4.736198,46.5869,0.5687,5.003946
1998,"""ORLANDO, FL""","""TOLEDO, OH""",1018,921,72,112,0.3399,6.82546,1,0,0,4.718499,46.5869,0.3399,4.276666
1999,"""ORLANDO, FL""","""TOLEDO, OH""",1018,921,47,152,0.4535,6.82546,0,1,0,5.02388,46.5869,0.4535,3.850147
2000,"""ORLANDO, FL""","""TOLEDO, OH""",1018,921,141,115,0.4277,6.82546,0,0,1,4.744932,46.5869,0.4277,4.94876
1997,"""ORLANDO, FL""","""WASHINGTON, DC""",1019,758,1444,135,0.599,6.630683,0,0,0,4.905275,43.96596,0.599,7.275172
1998,"""ORLANDO, FL""","""WASHINGTON, DC""",1019,758,1698,121,0.5072,6.630683,1,0,0,4.795791,43.96596,0.5072,7.437206
1999,"""ORLANDO, FL""","""WASHINGTON, DC""",1019,758,1898,114,0.422,6.630683,0,1,0,4.736198,43.96596,0.422,7.548556
2000,"""ORLANDO, FL""","""WASHINGTON, DC""",1019,758,1876,131,0.3926,6.630683,0,0,1,4.875197,43.96596,0.3926,7.536897
1997,"""PHILADELPHIA, PA""","""PHOENIX, AZ""",1020,2076,541,291,0.4513,7.638198,0,0,0,5.673323,58.34208,0.4513,6.293419
1998,"""PHILADELPHIA, PA""","""PHOENIX, AZ""",1020,2076,593,260,0.4525,7.638198,1,0,0,5.560682,58.34208,0.4525,6.385194
1999,"""PHILADELPHIA, PA""","""PHOENIX, AZ""",1020,2076,568,281,0.4286,7.638198,0,1,0,5.638355,58.34208,0.4286,6.342122
2000,"""PHILADELPHIA, PA""","""PHOENIX, AZ""",1020,2076,648,282,0.4967,7.638198,0,0,1,5.641907,58.34208,0.4967,6.473891
1997,"""PHILADELPHIA, PA""","""PITTSBURGH, PA""",1021,267,908,158,0.9871,5.587249,0,0,0,5.062595,31.21735,0.9871,6.811244
1998,"""PHILADELPHIA, PA""","""PITTSBURGH, PA""",1021,267,924,167,0.9683999,5.587249,1,0,0,5.117994,31.21735,0.9683999,6.828712
1999,"""PHILADELPHIA, PA""","""PITTSBURGH, PA""",1021,267,852,184,0.9874,5.587249,0,1,0,5.214936,31.21735,0.9874,6.747587
2000,"""PHILADELPHIA, PA""","""PITTSBURGH, PA""",1021,267,775,218,0.9878,5.587249,0,0,1,5.384495,31.21735,0.9878,6.652863
1997,"""PHILADELPHIA, PA""","""PORTLAND, ME""",1022,365,113,190,0.9462,5.899898,0,0,0,5.247024,34.80879,0.9462,4.727388
1998,"""PHILADELPHIA, PA""","""PORTLAND, ME""",1022,365,138,188,0.9512,5.899898,1,0,0,5.236442,34.80879,0.9512,4.927254
1999,"""PHILADELPHIA, PA""","""PORTLAND, ME""",1022,365,153,193,0.9139,5.899898,0,1,0,5.26269,34.80879,0.9139,5.030438
2000,"""PHILADELPHIA, PA""","""PORTLAND, ME""",1022,365,152,220,0.957,5.899898,0,0,1,5.393628,34.80879,0.957,5.02388
1997,"""PHILADELPHIA, PA""","""PORTLAND, OR""",1023,2412,135,337,0.4027,7.788211,0,0,0,5.820083,60.65623,0.4027,4.905275
1998,"""PHILADELPHIA, PA""","""PORTLAND, OR""",1023,2412,125,353,0.4047,7.788211,1,0,0,5.866468,60.65623,0.4047,4.828314
1999,"""PHILADELPHIA, PA""","""PORTLAND, OR""",1023,2412,118,364,0.3664,7.788211,0,1,0,5.897154,60.65623,0.3664,4.770685
2000,"""PHILADELPHIA, PA""","""PORTLAND, OR""",1023,2412,128,362,0.3591,7.788211,0,0,1,5.891644,60.65623,0.3591,4.85203
1997,"""PHILADELPHIA, PA""","""RALEIGH/DURHAM, NC""",1024,336,437,187,0.6861,5.817111,0,0,0,5.231109,33.83878,0.6861,6.079933
1998,"""PHILADELPHIA, PA""","""RALEIGH/DURHAM, NC""",1024,336,454,193,0.7355,5.817111,1,0,0,5.26269,33.83878,0.7355,6.118097
1999,"""PHILADELPHIA, PA""","""RALEIGH/DURHAM, NC""",1024,336,476,192,0.737,5.817111,0,1,0,5.257495,33.83878,0.737,6.165418
2000,"""PHILADELPHIA, PA""","""RALEIGH/DURHAM, NC""",1024,336,541,188,0.6283,5.817111,0,0,1,5.236442,33.83878,0.6283,6.293419
1997,"""PHILADELPHIA, PA""","""RICHMOND, VA""",1025,198,168,258,0.989,5.288267,0,0,0,5.552959,27.96577,0.989,5.123964
1998,"""PHILADELPHIA, PA""","""RICHMOND, VA""",1025,198,157,258,0.9938,5.288267,1,0,0,5.552959,27.96577,0.9938,5.056246
1999,"""PHILADELPHIA, PA""","""RICHMOND, VA""",1025,198,170,250,0.9847,5.288267,0,1,0,5.521461,27.96577,0.9847,5.135798
2000,"""PHILADELPHIA, PA""","""RICHMOND, VA""",1025,198,150,291,0.9862,5.288267,0,0,1,5.673323,27.96577,0.9862,5.010635
1997,"""PHILADELPHIA, PA""","""ROCHESTER, NY""",1026,257,193,203,0.9511,5.549076,0,0,0,5.313206,30.79225,0.9511,5.26269
1998,"""PHILADELPHIA, PA""","""ROCHESTER, NY""",1026,257,186,197,0.969,5.549076,1,0,0,5.283204,30.79225,0.969,5.225747
1999,"""PHILADELPHIA, PA""","""ROCHESTER, NY""",1026,257,174,204,0.9718,5.549076,0,1,0,5.31812,30.79225,0.9718,5.159055
2000,"""PHILADELPHIA, PA""","""ROCHESTER, NY""",1026,257,160,233,0.9708,5.549076,0,0,1,5.451038,30.79225,0.9708,5.075174
1997,"""PHILADELPHIA, PA""","""SALT LAKE CITY, UT""",1027,1928,167,279,0.6621,7.564239,0,0,0,5.631212,57.2177,0.6621,5.117994
1998,"""PHILADELPHIA, PA""","""SALT LAKE CITY, UT""",1027,1928,185,280,0.6463,7.564239,1,0,0,5.634789,57.2177,0.6463,5.220356
1999,"""PHILADELPHIA, PA""","""SALT LAKE CITY, UT""",1027,1928,143,315,0.7183999,7.564239,0,1,0,5.752573,57.2177,0.7183999,4.962845
2000,"""PHILADELPHIA, PA""","""SALT LAKE CITY, UT""",1027,1928,194,290,0.7394,7.564239,0,0,1,5.669881,57.2177,0.7394,5.267858
1997,"""PHILADELPHIA, PA""","""SAN DIEGO, CA""",1028,2371,328,314,0.4398,7.771067,0,0,0,5.749393,60.38948,0.4398,5.793014
1998,"""PHILADELPHIA, PA""","""SAN DIEGO, CA""",1028,2371,357,303,0.4212,7.771067,1,0,0,5.713733,60.38948,0.4212,5.877736
1999,"""PHILADELPHIA, PA""","""SAN DIEGO, CA""",1028,2371,339,312,0.3973,7.771067,0,1,0,5.743003,60.38948,0.3973,5.826
2000,"""PHILADELPHIA, PA""","""SAN DIEGO, CA""",1028,2371,465,316,0.505,7.771067,0,0,1,5.755742,60.38948,0.505,6.142037
1997,"""PHILADELPHIA, PA""","""SAN FRANCISCO, CA""",1029,2522,837,404,0.4126,7.832808,0,0,0,6.001415,61.35287,0.4126,6.729824
1998,"""PHILADELPHIA, PA""","""SAN FRANCISCO, CA""",1029,2522,884,372,0.3972,7.832808,1,0,0,5.918894,61.35287,0.3972,6.784457
1999,"""PHILADELPHIA, PA""","""SAN FRANCISCO, CA""",1029,2522,910,392,0.3648,7.832808,0,1,0,5.971262,61.35287,0.3648,6.813445
2000,"""PHILADELPHIA, PA""","""SAN FRANCISCO, CA""",1029,2522,1214,364,0.4138,7.832808,0,0,1,5.897154,61.35287,0.4138,7.101676
1997,"""PHILADELPHIA, PA""","""SANTA ANA, CA""",1030,2380,191,336,0.3217,7.774856,0,0,0,5.817111,60.44838,0.3217,5.252274
1998,"""PHILADELPHIA, PA""","""SANTA ANA, CA""",1030,2380,165,355,0.2636,7.774856,1,0,0,5.872118,60.44838,0.2636,5.105946
1999,"""PHILADELPHIA, PA""","""SANTA ANA, CA""",1030,2380,155,369,0.2383,7.774856,0,1,0,5.910797,60.44838,0.2383,5.043425
2000,"""PHILADELPHIA, PA""","""SANTA ANA, CA""",1030,2380,153,371,0.2481,7.774856,0,0,1,5.916202,60.44838,0.2481,5.030438
1997,"""PHILADELPHIA, PA""","""SARASOTA, FL""",1031,958,135,135,0.5318,6.864848,0,0,0,4.905275,47.12613,0.5318,4.905275
1998,"""PHILADELPHIA, PA""","""SARASOTA, FL""",1031,958,91,152,0.5858,6.864848,1,0,0,5.02388,47.12613,0.5858,4.510859
1999,"""PHILADELPHIA, PA""","""SARASOTA, FL""",1031,958,82,180,0.5699,6.864848,0,1,0,5.192957,47.12613,0.5699,4.406719
2000,"""PHILADELPHIA, PA""","""SARASOTA, FL""",1031,958,53,172,0.4969,6.864848,0,0,1,5.147494,47.12613,0.4969,3.970292
1997,"""PHILADELPHIA, PA""","""SEATTLE, WA""",1032,2380,298,368,0.4615,7.774856,0,0,0,5.908083,60.44838,0.4615,5.697093
1998,"""PHILADELPHIA, PA""","""SEATTLE, WA""",1032,2380,317,333,0.5063,7.774856,1,0,0,5.808143,60.44838,0.5063,5.758902
1999,"""PHILADELPHIA, PA""","""SEATTLE, WA""",1032,2380,339,328,0.5402,7.774856,0,1,0,5.793014,60.44838,0.5402,5.826
2000,"""PHILADELPHIA, PA""","""SEATTLE, WA""",1032,2380,477,318,0.596,7.774856,0,0,1,5.762052,60.44838,0.596,6.167517
1997,"""PHILADELPHIA, PA""","""ST. LOUIS, MO""",1033,813,309,299,0.8388,6.700731,0,0,0,5.700444,44.8998,0.8388,5.733341
1998,"""PHILADELPHIA, PA""","""ST. LOUIS, MO""",1033,813,390,257,0.6216,6.700731,1,0,0,5.549076,44.8998,0.6216,5.966147
1999,"""PHILADELPHIA, PA""","""ST. LOUIS, MO""",1033,813,392,274,0.5432,6.700731,0,1,0,5.613128,44.8998,0.5432,5.971262
2000,"""PHILADELPHIA, PA""","""ST. LOUIS, MO""",1033,813,375,302,0.5743,6.700731,0,0,1,5.710427,44.8998,0.5743,5.926926
1997,"""PHILADELPHIA, PA""","""TAMPA, FL""",1034,920,906,151,0.8394001,6.824374,0,0,0,5.01728,46.57207,0.8394001,6.809039
1998,"""PHILADELPHIA, PA""","""TAMPA, FL""",1034,920,906,158,0.8267,6.824374,1,0,0,5.062595,46.57207,0.8267,6.809039
1999,"""PHILADELPHIA, PA""","""TAMPA, FL""",1034,920,929,165,0.7624,6.824374,0,1,0,5.105946,46.57207,0.7624,6.834109
2000,"""PHILADELPHIA, PA""","""TAMPA, FL""",1034,920,1282,132,0.7576,6.824374,0,0,1,4.882802,46.57207,0.7576,7.156177
1997,"""PHILADELPHIA, PA""","""WEST PALM BEACH, FL""",1035,951,699,148,0.868,6.857514,0,0,0,4.997212,47.0255,0.868,6.549651
1998,"""PHILADELPHIA, PA""","""WEST PALM BEACH, FL""",1035,951,618,162,0.8605,6.857514,1,0,0,5.087596,47.0255,0.8605,6.426488
1999,"""PHILADELPHIA, PA""","""WEST PALM BEACH, FL""",1035,951,564,181,0.8241,6.857514,0,1,0,5.198497,47.0255,0.8241,6.335054
2000,"""PHILADELPHIA, PA""","""WEST PALM BEACH, FL""",1035,951,495,181,0.8576,6.857514,0,0,1,5.198497,47.0255,0.8576,6.204558
1997,"""PHOENIX, AZ""","""PITTSBURGH, PA""",1036,1814,210,270,0.7628,7.50329,0,0,0,5.598422,56.29935,0.7628,5.347107
1998,"""PHOENIX, AZ""","""PITTSBURGH, PA""",1036,1814,254,247,0.7242,7.50329,1,0,0,5.509388,56.29935,0.7242,5.537334
1999,"""PHOENIX, AZ""","""PITTSBURGH, PA""",1036,1814,261,239,0.7292,7.50329,0,1,0,5.476463,56.29935,0.7292,5.56452
2000,"""PHOENIX, AZ""","""PITTSBURGH, PA""",1036,1814,280,258,0.7368,7.50329,0,0,1,5.552959,56.29935,0.7368,5.634789
1997,"""PHOENIX, AZ""","""PORTLAND, OR""",1037,1009,1004,128,0.3807,6.916715,0,0,0,4.85203,47.84095,0.3807,6.911747
1998,"""PHOENIX, AZ""","""PORTLAND, OR""",1037,1009,986,128,0.4822,6.916715,1,0,0,4.85203,47.84095,0.4822,6.893656
1999,"""PHOENIX, AZ""","""PORTLAND, OR""",1037,1009,1197,118,0.4326,6.916715,0,1,0,4.770685,47.84095,0.4326,7.087574
2000,"""PHOENIX, AZ""","""PORTLAND, OR""",1037,1009,1345,136,0.371,6.916715,0,0,1,4.912655,47.84095,0.371,7.204149
1997,"""PHOENIX, AZ""","""PROVIDENCE, RI""",1038,2280,240,150,0.2435,7.731931,0,0,0,5.010635,59.78275,0.2435,5.480639
1998,"""PHOENIX, AZ""","""PROVIDENCE, RI""",1038,2280,230,178,0.2511,7.731931,1,0,0,5.181784,59.78275,0.2511,5.438079
1999,"""PHOENIX, AZ""","""PROVIDENCE, RI""",1038,2280,309,163,0.3267,7.731931,0,1,0,5.09375,59.78275,0.3267,5.733341
2000,"""PHOENIX, AZ""","""PROVIDENCE, RI""",1038,2280,326,187,0.4863,7.731931,0,0,1,5.231109,59.78275,0.4863,5.786897
1997,"""PHOENIX, AZ""","""RENO, NV""",1039,601,457,82,0.5245,6.398595,0,0,0,4.406719,40.94202,0.5245,6.124683
1998,"""PHOENIX, AZ""","""RENO, NV""",1039,601,485,92,0.5027,6.398595,1,0,0,4.521789,40.94202,0.5027,6.184149
1999,"""PHOENIX, AZ""","""RENO, NV""",1039,601,503,88,0.5214,6.398595,0,1,0,4.477337,40.94202,0.5214,6.22059
2000,"""PHOENIX, AZ""","""RENO, NV""",1039,601,483,102,0.5572,6.398595,0,0,1,4.624973,40.94202,0.5572,6.180017
1997,"""PHOENIX, AZ""","""SACRAMENTO, CA""",1040,647,816,90,0.6051,6.472346,0,0,0,4.49981,41.89127,0.6051,6.704414
1998,"""PHOENIX, AZ""","""SACRAMENTO, CA""",1040,647,789,105,0.5592,6.472346,1,0,0,4.65396,41.89127,0.5592,6.670766
1999,"""PHOENIX, AZ""","""SACRAMENTO, CA""",1040,647,864,106,0.5447,6.472346,0,1,0,4.663439,41.89127,0.5447,6.761573
2000,"""PHOENIX, AZ""","""SACRAMENTO, CA""",1040,647,928,114,0.5894,6.472346,0,0,1,4.736198,41.89127,0.5894,6.833032
1997,"""PHOENIX, AZ""","""SALT LAKE CITY, UT""",1041,507,1356,86,0.408,6.228511,0,0,0,4.454347,38.79435,0.408,7.212295
